hs6_2012,hts8_2012
292149,29214943
292149,29214945
292149,29214950
292151,29215110
292151,29215120
292151,29215130
292151,29215150
292159,29215904
292159,29215908
292159,29215917
292159,29215920
292159,29215930
292159,29215940
292159,29215980
292211,29221100
292212,29221200
292213,29221300
292214,29221400
292219,29221909
292219,29221920
292219,29221933
292219,29221960
292219,29221970
292219,29221995
292221,29222110
292221,29222125
292221,29222140
292221,29222150
292229,29222903
292229,29222906
292229,29222908
292229,29222910
292229,29222913
292229,29222915
292229,29222920
292229,29222926
292229,29222927
292229,29222929
292229,29222961
292229,29222981
292231,29223100
292239,29223905
292239,29223910
292239,29223914
292239,29223917
292239,29223925
292239,29223945
292239,29223950
292241,29224100
292242,29224210
292242,29224250
292243,29224310
292243,29224350
292244,29224400
292249,29224905
292249,29224910
292249,29224926
292249,29224930
292249,29224937
292249,29224940
292249,29224960
292249,29224980
292250,29225007
292250,29225010
292250,29225011
292250,29225013
292250,29225014
292250,29225017
292250,29225019
292250,29225025
292250,29225035
292250,29225040
292250,29225050
292310,29231000
292320,29232010
292320,29232020
292390,29239000
292411,29241100
292412,29241200
292419,29241911
292419,29241980
292421,29242104
292421,29242108
292421,29242112
292421,29242116
292421,29242118
292421,29242120
292421,29242145
292421,29242150
292423,29242310
292423,29242370
292423,29242375
292424,29242400
292429,29242901
292429,29242903
292429,29242905
292429,29242910
292429,29242920
292429,29242923
292429,29242926
292429,29242928
292429,29242931
292429,29242933
292429,29242936
292429,29242943
292429,29242947
292429,29242952
292429,29242957
292429,29242962
292429,29242965
292429,29242971
292429,29242976
292429,29242980
292429,29242995
292511,29251100
292512,29251200
292519,29251910
292519,29251930
292519,29251942
292519,29251970
292519,29251991
292521,29252100
292529,29252910
292529,29252918
292529,29252920
292529,29252960
292529,29252970
292529,29252990
292610,29261000
292620,29262000
292630,29263010
292630,29263020
292690,29269001
292690,29269005
292690,29269008
292690,29269011
292690,29269012
292690,29269014
292690,29269016
292690,29269017
292690,29269019
292690,29269021
292690,29269023
292690,29269025
292690,29269030
292690,29269043
292690,29269048
292690,29269050
292700,29270003
292700,29270006
292700,29270015
292700,29270018
292700,29270025
292700,29270030
292700,29270040
292700,29270050
292800,29280010
292800,29280015
292800,29280025
292800,29280030
292800,29280050
292910,29291010
292910,29291015
292910,29291020
292910,29291027
292910,29291030
292910,29291035
292910,29291055
292910,29291080
292990,29299005
292990,29299015
292990,29299020
292990,29299050
293020,29302010
293020,29302020
293020,29302070
293020,29302090
293030,29303030
293030,29303060
293040,29304000
293050,29305000
293090,29309010
293090,29309024
293090,29309026
293090,29309029
293090,29309030
293090,29309042
293090,29309043
293090,29309046
293090,29309049
293090,29309071
293090,29309091
293110,29311000
293120,29312000
293190,29319005
293190,29319010
293190,29319015
293190,29319022
293190,29319026
293190,29319030
293190,29319060
293190,29319070
293190,29319090
293211,29321100
293212,29321200
293213,29321300
293219,29321910
293219,29321950
293220,29322005
293220,29322010
293220,29322020
293220,29322025
293220,29322030
293220,29322045
293220,29322050
293291,29329100
293292,29329200
293293,29329300
293294,29329400
293295,29329500
293299,29329904
293299,29329908
293299,29329920
293299,29329932
293299,29329935
293299,29329939
293299,29329955
293299,29329961
293299,29329970
293299,29329990
293311,29331100
293319,29331904
293319,29331908
293319,29331915
293319,29331918
293319,29331923
293319,29331930
293319,29331935
293319,29331937
293319,29331943
293319,29331945
293319,29331970
293319,29331990
293321,29332100
293329,29332905
293329,29332910
293329,29332920
293329,29332935
293329,29332943
293329,29332945
293329,29332960
293329,29332990
293331,29333100
293332,29333210
293332,29333250
293333,29333300
293339,29333908
293339,29333910
293339,29333915
293339,29333920
293339,29333921
293339,29333923
293339,29333925
293339,29333927
293339,29333931
293339,29333941
293339,29333961
293339,29333991
293341,29334100
293349,29334908
293349,29334910
293349,29334915
293349,29334917
293349,29334920
293349,29334926
293349,29334930
293349,29334960
293349,29334970
293352,29335210
293352,29335290
293353,29335300
293354,29335400
293355,29335500
293359,29335910
293359,29335915
293359,29335918
293359,29335921
293359,29335922
293359,29335936
293359,29335946
293359,29335953
293359,29335959
293359,29335970
293359,29335980
293359,29335985
293359,29335995
293361,29336100
293369,29336920
293369,29336950
293369,29336960
293371,29337100
293372,29337200
293379,29337904
293379,29337908
293379,29337915
293379,29337920
293379,29337930
293379,29337940
293379,29337985
293391,29339100
293399,29339901
293399,29339902
293399,29339905
293399,29339906
293399,29339908
293399,29339911
293399,29339912
293399,29339914
293399,29339916
293399,29339917
293399,29339922
293399,29339924
293399,29339926
293399,29339942
293399,29339946
293399,29339951
293399,29339953
293399,29339955
293399,29339958
293399,29339961
293399,29339965
293399,29339970
293399,29339975
293399,29339979
293399,29339982
293399,29339985
293399,29339989
293399,29339990
293399,29339997
293410,29341010
293410,29341020
293410,29341070
293410,29341090
293420,29342005
293420,29342010
293420,29342015
293420,29342020
293420,29342025
293420,29342030
293420,29342035
293420,29342040
293420,29342080
293430,29343012
293430,29343018
293430,29343023
293430,29343027
293430,29343043
293430,29343050
293491,29349100
293499,29349901
293499,29349903
293499,29349905
293499,29349906
293499,29349907
293499,29349908
293499,29349909
293499,29349911
293499,29349912
293499,29349915
293499,29349916
293499,29349918
293499,29349920
293499,29349930
293499,29349939
293499,29349944
293499,29349947
293499,29349970
293499,29349990
293500,29350006
293500,29350010
293500,29350013
293500,29350015
293500,29350020
293500,29350029
293500,29350030
293500,29350032
293500,29350033
293500,29350042
293500,29350048
293500,29350060
293500,29350075
293500,29350095
293621,29362100
293622,29362200
293623,29362300
293624,29362400
293625,29362500
293626,29362600
293627,29362700
293628,29362800
293629,29362910
293629,29362915
293629,29362920
293629,29362950
293690,29369001
293711,29371100
293712,29371200
293719,29371900
293721,29372100
293722,29372200
293723,29372310
293723,29372325
293723,29372350
293729,29372910
293729,29372990
293750,29375000
293790,29379005
293790,29379010
293790,29379020
293790,29379040
293790,29379045
293790,29379090
293810,29381000
293890,29389000
293911,29391100
293919,29391910
293919,29391920
293919,29391950
293920,29392000
293930,29393000
293941,29394100
293942,29394200
293943,29394300
293944,29394400
293949,29394902
293951,29395100
293959,29395900
293961,29396100
293962,29396200
293963,29396300
293969,29396900
293991,29399100
293999,29399900
294000,29400020
294000,29400060
294110,29411010
294110,29411020
294110,29411030
294110,29411050
294120,29412010
294120,29412050
294130,29413000
294140,29414000
294150,29415000
294190,29419010
294190,29419030
294190,29419050
294200,29420003
294200,29420005
294200,29420010
294200,29420035
294200,29420050
300120,30012000
300190,30019001
300210,30021002
300220,30022000
300230,30023000
300290,30029010
300290,30029051
300310,30031000
300320,30032000
300331,30033100
300339,30033910
300339,30033950
300340,30034000
300390,30039000
300410,30041010
300410,30041050
300420,30042000
300431,30043100
300432,30043200
300439,30043900
300440,30044000
300450,30045010
300450,30045020
300450,30045030
300450,30045040
300450,30045050
300490,30049010
300490,30049091
300510,30051010
300510,30051050
300590,30059010
300590,30059050
300610,30061001
300620,30062000
300630,30063010
300630,30063050
300640,30064000
300650,30065000
300660,30066000
300670,30067000
300691,30069100
300692,30069200
310100,31010000
310210,31021000
310221,31022100
310229,31022900
310230,31023000
310240,31024000
310250,31025000
310260,31026000
310280,31028000
310290,31029001
310310,31031000
310390,31039001
310420,31042000
310430,31043000
310490,31049001
310510,31051000
310520,31052000
310530,31053000
310540,31054000
310551,31055100
310559,31055900
310560,31056000
310590,31059000
320110,32011000
320120,32012000
320190,32019010
320190,32019025
320190,32019050
320210,32021010
320210,32021050
320290,32029010
320290,32029050
320300,32030010
320300,32030030
320300,32030080
320411,32041110
320411,32041115
320411,32041118
320411,32041135
320411,32041150
320412,32041205
320412,32041213
320412,32041217
320412,32041220
320412,32041230
320412,32041245
320412,32041250
320413,32041310
320413,32041320
320413,32041325
320413,32041345
320413,32041360
320413,32041380
320414,32041410
320414,32041420
320414,32041425
320414,32041430
320414,32041450
320415,32041510
320415,32041520
320415,32041525
320415,32041530
320415,32041535
320415,32041540
320415,32041580
320416,32041610
320416,32041620
320416,32041630
320416,32041650
320417,32041704
320417,32041708
320417,32041720
320417,32041740
320417,32041760
320417,32041790
320419,32041906
320419,32041911
320419,32041920
320419,32041925
320419,32041930
320419,32041935
320419,32041940
320419,32041950
320420,32042010
320420,32042010
320420,32042040
320420,32042080
320420,32042080
320490,32049000
320500,32050005
320500,32050015
320500,32050040
320500,32050050
320611,32061100
320619,32061900
320620,32062000
320641,32064100
320642,32064200
320649,32064910
320649,32064920
320649,32064930
320649,32064940
320649,32064955
320649,32064960
320650,32065000
320710,32071000
320720,32072000
320730,32073000
320740,32074010
320740,32074050
320810,32081000
320820,32082000
320890,32089000
320910,32091000
320990,32099000
321000,32100000
321100,32110000
321210,32121000
321290,32129000
321310,32131000
321390,32139000
321410,32141000
321490,32149010
321490,32149050
321511,32151100
321511,32151110
321511,32151130
321511,32151190
321519,32151900
321519,32151910
321519,32151930
321519,32151990
321590,32159010
321590,32159050
330112,33011200
330113,33011300
330119,33011910
330119,33011951
330124,33012400
330125,33012500
330129,33012910
330129,33012920
330129,33012951
330130,33013000
330190,33019010
330190,33019050
330210,33021010
330210,33021020
330210,33021040
330210,33021050
330210,33021090
330290,33029010
330290,33029020
330300,33030010
330300,33030020
330300,33030030
330410,33041000
330420,33042000
330430,33043000
330491,33049100
330499,33049910
330499,33049950
330510,33051000
330520,33052000
330530,33053000
330590,33059000
330610,33061000
330620,33062000
330690,33069000
330710,33071010
330710,33071020
330720,33072000
330730,33073010
330730,33073050
330741,33074100
330749,33074900
330790,33079000
340111,34011110
340111,34011150
340119,34011900
340120,34012000
340130,34013010
340130,34013050
340211,34021120
340211,34021140
340211,34021150
340212,34021210
340212,34021250
340213,34021310
340213,34021320
340213,34021350
340219,34021910
340219,34021950
340220,34022011
340220,34022051
340290,34029010
340290,34029030
340290,34029050
340311,34031120
340311,34031140
340311,34031150
340319,34031910
340319,34031950
340391,34039110
340391,34039150
340399,34039900
340420,34042000
340490,34049010
340490,34049051
340510,34051000
340520,34052000
340530,34053000
340540,34054000
340590,34059000
340600,34060000
340700,34070020
340700,34070040
350110,35011010
350110,35011050
350190,35019020
350190,35019060
350211,35021100
350219,35021900
350220,35022000
350290,35029000
350300,35030010
350300,35030020
350300,35030040
350300,35030055
350400,35040010
350400,35040050
350510,35051000
350520,35052000
350610,35061010
350610,35061050
350691,35069100
350691,35069110
350691,35069150
350699,35069900
350710,35071000
350790,35079020
350790,35079070
360100,36010000
360200,36020000
360300,36030030
360300,36030060
360300,36030090
360410,36041010
360410,36041090
360490,36049000
360500,36050000
360610,36061000
360690,36069030
360690,36069040
360690,36069080
370110,37011000
370120,37012000
370130,37013000
370130,37013000
370191,37019100
370199,37019930
370199,37019930
370199,37019960
370199,37019960
370210,37021000
370231,37023101
370232,37023201
370239,37023901
370241,37024101
370242,37024201
370243,37024301
370244,37024401
370252,37025201
370253,37025300
370254,37025400
370255,37025500
370256,37025600
370296,37029600
370297,37029700
370298,37029800
370310,37031030
370310,37031060
370320,37032030
370320,37032060
370390,37039030
370390,37039060
370400,37040000
370510,37051000
370590,37059001
370610,37061030
370610,37061060
370690,37069000
370710,37071000
370790,37079031
370790,37079032
370790,37079032
370790,37079060
370790,37079060
380110,38011010
380110,38011050
380120,38012000
380130,38013000
380190,38019000
380210,38021000
380290,38029010
380290,38029020
380290,38029050
380300,38030000
380400,38040010
380400,38040050
380510,38051000
380590,38059010
380590,38059050
380610,38061000
380620,38062000
380630,38063000
380690,38069000
380700,38070000
380850,38085010
380850,38085040
380850,38085050
380891,38089110
380891,38089115
380891,38089125
380891,38089130
380891,38089150
380892,38089205
380892,38089215
380892,38089224
380892,38089228
380892,38089230
380892,38089250
380893,38089305
380893,38089315
380893,38089320
380893,38089350
380894,38089410
380894,38089450
380899,38089904
380899,38089908
380899,38089930
380899,38089970
380899,38089995
380910,38091000
380991,38099100
380992,38099210
380992,38099250
380993,38099310
380993,38099350
381010,38101000
381090,38109010
381090,38109020
381090,38109050
381111,38111110
381111,38111150
381119,38111900
381121,38112100
381129,38112900
381190,38119000
381210,38121010
381210,38121050
381220,38122010
381220,38122050
381230,38123020
381230,38123030
381230,38123060
381230,38123070
381230,38123090
381300,38130010
381300,38130050
381400,38140010
381400,38140020
381400,38140050
381511,38151100
381512,38151200
381519,38151900
381590,38159010
381590,38159020
381590,38159030
381590,38159050
381600,38160000
381700,38170010
381700,38170015
381700,38170020
381800,38180000
381900,38190000
382000,38200000
382100,38210000
382200,38220010
382200,38220050
382200,38220060
382311,38231100
382312,38231200
382313,38231300
382319,38231920
382319,38231940
382370,38237020
382370,38237040
382370,38237060
382410,38241000
382430,38243000
382440,38244010
382440,38244020
382440,38244050
382450,38245000
382460,38246000
382471,38247101
382472,38247200
382473,38247300
382474,38247400
382475,38247500
382476,38247600
382477,38247700
382478,38247800
382479,38247910
382479,38247990
382481,38248100
382482,38248210
382482,38248290
382483,38248300
382490,38249011
382490,38249019
382490,38249021
382490,38249022
382490,38249025
382490,38249026
382490,38249028
382490,38249031
382490,38249032
382490,38249033
382490,38249034
382490,38249035
382490,38249036
382490,38249039
382490,38249041
382490,38249048
382490,38249050
382490,38249055
382490,38249070
382490,38249075
382490,38249092
382510,38251000
382520,38252000
382530,38253000
382541,38254100
382549,38254900
382550,38255000
382561,38256100
382569,38256900
382590,38259000
382600,38260010
382600,38260030
390110,39011010
390110,39011050
390120,39012010
390120,39012050
390130,39013020
390130,39013060
390190,39019010
390190,39019055
390190,39019090
390210,39021000
390220,39022010
390220,39022050
390230,39023000
390290,39029000
390311,39031100
390319,39031900
390320,39032000
390330,39033000
390390,39039010
390390,39039050
390410,39041000
390421,39042100
390422,39042200
390430,39043020
390430,39043060
390440,39044000
390450,39045000
390461,39046100
390469,39046910
390469,39046950
390490,39049010
390490,39049050
390512,39051200
390519,39051900
390521,39052100
390529,39052900
390530,39053000
390591,39059110
390591,39059150
390599,39059930
390599,39059980
390610,39061000
390690,39069010
390690,39069020
390690,39069050
390710,39071000
390720,39072000
390730,39073000
390740,39074000
390750,39075000
390760,39076000
390760,39076000
390770,39077000
390791,39079120
390791,39079140
390791,39079150
390799,39079901
390799,39079920
390799,39079950
390810,39081000
390890,39089020
390890,39089070
390910,39091000
390920,39092000
390930,39093000
390940,39094000
390950,39095010
390950,39095020
390950,39095050
391000,39100000
391110,39111000
391190,39119010
391190,39119015
391190,39119025
391190,39119035
391190,39119045
391190,39119070
391190,39119090
391211,39121100
391212,39121200
391220,39122000
391231,39123100
391239,39123900
391290,39129000
391310,39131000
391390,39139010
391390,39139020
391390,39139050
391400,39140020
391400,39140060
391510,39151000
391520,39152000
391530,39153000
391590,39159000
391610,39161000
391620,39162000
391690,39169010
391690,39169020
391690,39169030
391690,39169050
391710,39171010
391710,39171060
391710,39171090
391721,39172100
391722,39172200
391723,39172300
391729,39172900
391731,39173100
391732,39173200
391733,39173300
391739,39173900
391740,39174000
391810,39181010
391810,39181020
391810,39181031
391810,39181032
391810,39181040
391810,39181050
391890,39189010
391890,39189020
391890,39189030
391890,39189050
391910,39191010
391910,39191020
391990,39199010
391990,39199050
392010,39201000
392020,39202000
392030,39203000
392043,39204310
392043,39204350
392049,39204900
392051,39205110
392051,39205150
392059,39205910
392059,39205940
392059,39205980
392061,39206100
392062,39206200
392063,39206310
392063,39206320
392069,39206900
392071,39207100
392073,39207300
392079,39207905
392079,39207910
392079,39207950
392091,39209100
392092,39209200
392093,39209300
392094,39209400
392099,39209910
392099,39209920
392099,39209950
392111,39211100
392112,39211211
392112,39211215
392112,39211219
392112,39211250
392113,39211311
392113,39211315
392113,39211319
392113,39211350
392114,39211400
392119,39211900
392190,39219011
392190,39219015
392190,39219019
392190,39219021
392190,39219025
392190,39219029
392190,39219040
392190,39219050
392210,39221000
392220,39222000
392290,39229000
392310,39231000
392310,39231020
392310,39231090
392321,39232100
392329,39232900
392330,39233000
392340,39234000
392350,39235000
392390,39239000
392410,39241010
392410,39241020
392410,39241030
392410,39241040
392490,39249005
392490,39249010
392490,39249020
392490,39249056
392510,39251000
392520,39252000
392530,39253010
392530,39253050
392590,39259000
392610,39261000
392620,39262010
392620,39262020
392620,39262030
392620,39262040
392620,39262060
392620,39262090
392630,39263010
392630,39263050
392640,39264000
392690,39269010
392690,39269016
392690,39269021
392690,39269025
392690,39269030
392690,39269033
392690,39269035
392690,39269040
392690,39269045
392690,39269048
392690,39269050
392690,39269055
392690,39269056
392690,39269057
392690,39269059
392690,39269060
392690,39269065
392690,39269070
392690,39269075
392690,39269077
392690,39269083
392690,39269085
392690,39269087
392690,39269094
392690,39269096
392690,39269099
400110,40011000
400121,40012100
400122,40012200
400129,40012900
400130,40013000
400211,40021100
400219,40021900
400220,40022000
400231,40023100
400239,40023900
400241,40024100
400249,40024900
400251,40025100
400259,40025900
400260,40026000
400270,40027000
400280,40028000
400291,40029100
400299,40029900
400300,40030000
400400,40040000
400510,40051000
400520,40052000
400591,40059100
400599,40059900
400610,40061000
400690,40069010
400690,40069050
400700,40070000
400811,40081110
400811,40081150
400819,40081920
400819,40081940
400819,40081960
400819,40081980
400821,40082100
400829,40082920
400829,40082940
400911,40091100
400912,40091200
400921,40092100
400922,40092200
400931,40093100
400932,40093200
400941,40094100
400942,40094200
401011,40101100
401012,40101210
401012,40101250
401012,40101255
401012,40101290
401019,40101910
401019,40101950
401019,40101955
401019,40101980
401019,40101991
401031,40103130
401031,40103160
401032,40103230
401032,40103260
401033,40103330
401033,40103360
401034,40103430
401034,40103460
401035,40103530
401035,40103541
401035,40103545
401035,40103550
401035,40103590
401036,40103630
401036,40103641
401036,40103645
401036,40103650
401036,40103690
401039,40103910
401039,40103920
401039,40103930
401039,40103941
401039,40103945
401039,40103950
401039,40103990
401110,40111010
401110,40111050
401120,40112010
401120,40112050
401130,40113000
401140,40114000
401150,40115000
401161,40116100
401162,40116200
401163,40116300
401169,40116900
401192,40119200
401193,40119340
401193,40119380
401194,40119440
401194,40119480
401199,40119945
401199,40119985
401211,40121140
401211,40121180
401212,40121240
401212,40121280
401213,40121300
401219,40121920
401219,40121940
401219,40121980
401220,40122010
401220,40122015
401220,40122045
401220,40122060
401220,40122080
401290,40129010
401290,40129030
401290,40129045
401290,40129070
401290,40129090
401310,40131000
401320,40132000
401390,40139010
401390,40139050
401410,40141000
401490,40149010
401490,40149050
401511,40151101
401519,40151905
401519,40151910
401519,40151950
401590,40159000
401610,40161000
401691,40169100
401692,40169200
401693,40169310
401693,40169350
401694,40169400
401695,40169500
401699,40169903
401699,40169905
401699,40169910
401699,40169915
401699,40169920
401699,40169930
401699,40169935
401699,40169955
401699,40169960
401700,40170000
410120,41012010
410120,41012020
410120,41012030
410120,41012035
410120,41012040
410120,41012050
410120,41012070
410150,41015010
410150,41015020
410150,41015030
410150,41015035
410150,41015040
410150,41015050
410150,41015070
410190,41019010
410190,41019035
410190,41019040
410190,41019050
410190,41019070
410210,41021010
410210,41021020
410210,41021030
410221,41022100
410229,41022910
410229,41022920
410229,41022930
410320,41032010
410320,41032020
410320,41032030
410330,41033010
410330,41033020
410390,41039011
410390,41039012
410390,41039013
410390,41039020
410411,41041110
410411,41041120
410411,41041130
410411,41041140
410411,41041150
410419,41041910
410419,41041920
410419,41041930
410419,41041940
410419,41041950
410441,41044110
410441,41044120
410441,41044130
410441,41044140
410441,41044150
410449,41044910
410449,41044920
410449,41044930
410449,41044940
410449,41044950
410510,41051010
410510,41051090
410530,41053000
410621,41062110
410621,41062190
410622,41062200
410631,41063110
410631,41063190
410632,41063200
410640,41064000
410691,41069100
410692,41069200
410711,41071110
410711,41071120
410711,41071130
410711,41071140
410711,41071150
410711,41071160
410711,41071170
410711,41071180
410712,41071210
410712,41071220
410712,41071230
410712,41071240
410712,41071250
410712,41071260
410712,41071270
410712,41071280
410719,41071910
410719,41071920
410719,41071930
410719,41071940
410719,41071950
410719,41071960
410719,41071970
410719,41071980
410791,41079140
410791,41079150
410791,41079160
410791,41079170
410791,41079180
410792,41079240
410792,41079250
410792,41079260
410792,41079270
410792,41079280
410799,41079940
410799,41079950
410799,41079960
410799,41079970
410799,41079980
411200,41120030
411200,41120060
411310,41131030
411310,41131060
411320,41132000
411330,41133030
411330,41133060
411390,41139030
411390,41139060
411410,41141000
411420,41142030
411420,41142040
411420,41142070
411510,41151000
411520,41152000
420100,42010030
420100,42010060
420211,42021100
420211,42021100
420212,42021220
420212,42021221
420212,42021229
420212,42021240
420212,42021240
420212,42021260
420212,42021280
420212,42021281
420212,42021289
420219,42021900
420221,42022130
420221,42022160
420221,42022160
420221,42022190
420221,42022190
420222,42022215
420222,42022215
420222,42022235
420222,42022235
420222,42022240
420222,42022245
420222,42022245
420222,42022260
420222,42022270
420222,42022280
420222,42022281
420222,42022289
420229,42022910
420229,42022920
420229,42022950
420229,42022990
420231,42023130
420231,42023160
420231,42023160
420232,42023210
420232,42023220
420232,42023240
420232,42023240
420232,42023280
420232,42023280
420232,42023285
420232,42023291
420232,42023293
420232,42023295
420232,42023299
420239,42023910
420239,42023920
420239,42023950
420239,42023990
420291,42029100
420291,42029110
420291,42029190
420292,42029204
420292,42029208
420292,42029210
420292,42029215
420292,42029215
420292,42029220
420292,42029220
420292,42029230
420292,42029231
420292,42029233
420292,42029239
420292,42029245
420292,42029245
420292,42029250
420292,42029260
420292,42029290
420292,42029291
420292,42029293
420292,42029294
420292,42029297
420299,42029910
420299,42029920
420299,42029930
420299,42029950
420299,42029990
420299,42029990
420310,42031020
420310,42031040
420321,42032120
420321,42032140
420321,42032155
420321,42032160
420321,42032170
420321,42032180
420329,42032905
420329,42032908
420329,42032915
420329,42032918
420329,42032920
420329,42032930
420329,42032940
420329,42032950
420330,42033000
420340,42034030
420340,42034060
420500,42050005
420500,42050010
420500,42050020
420500,42050040
420500,42050060
420500,42050080
420600,42060013
420600,42060019
420600,42060090
430110,43011000
430130,43013000
430160,43016030
430160,43016060
430180,43018002
430190,43019000
430211,43021100
430219,43021913
430219,43021915
430219,43021930
430219,43021945
430219,43021955
430219,43021960
430219,43021975
430220,43022030
430220,43022060
430220,43022090
430230,43023000
430310,43031000
430390,43039000
430400,43040000
440110,44011000
440121,44012100
440122,44012200
440131,44013100
440139,44013920
440139,44013940
440210,44021000
440290,44029000
440310,44031000
440320,44032000
440341,44034100
440349,44034900
440391,44039100
440392,44039200
440399,44039900
440410,44041000
440420,44042000
440500,44050000
440610,44061000
440690,44069000
440710,44071001
440721,44072100
440722,44072200
440725,44072500
440726,44072600
440727,44072700
440728,44072800
440729,44072901
440791,44079100
440792,44079200
440793,44079300
440794,44079400
440795,44079500
440799,44079901
440810,44081001
440831,44083101
440839,44083901
440890,44089001
440910,44091005
440910,44091010
440910,44091020
440910,44091040
440910,44091045
440910,44091050
440910,44091060
440910,44091065
440910,44091090
440921,44092105
440921,44092190
440929,44092905
440929,44092910
440929,44092925
440929,44092940
440929,44092950
440929,44092960
440929,44092965
440929,44092990
441011,44101100
441012,44101200
441019,44101900
441090,44109000
441112,44111210
441112,44111220
441112,44111230
441112,44111260
441112,44111290
441113,44111310
441113,44111320
441113,44111330
441113,44111360
441113,44111390
441114,44111410
441114,44111420
441114,44111430
441114,44111460
441114,44111490
441192,44119210
441192,44119220
441192,44119230
441192,44119240
441193,44119310
441193,44119320
441193,44119330
441193,44119360
441193,44119390
441194,44119400
441210,44121005
441210,44121090
441231,44123105
441231,44123125
441231,44123140
441231,44123151
441231,44123160
441231,44123191
441232,44123205
441232,44123225
441232,44123231
441232,44123256
441239,44123910
441239,44123930
441239,44123940
441239,44123950
441294,44129410
441294,44129431
441294,44129441
441294,44129451
441294,44129460
441294,44129470
441294,44129480
441294,44129490
441294,44129495
441299,44129906
441299,44129910
441299,44129931
441299,44129941
441299,44129951
441299,44129957
441299,44129960
441299,44129970
441299,44129980
441299,44129990
441299,44129995
441300,44130000
441400,44140000
441510,44151030
441510,44151060
441510,44151090
441520,44152040
441520,44152080
441600,44160030
441600,44160060
441600,44160090
441700,44170020
441700,44170040
441700,44170060
441700,44170080
441810,44181000
441820,44182040
441820,44182080
441840,44184000
441850,44185000
441860,44186000
441871,44187110
441871,44187120
441871,44187190
441872,44187220
441872,44187291
441872,44187295
441879,44187900
441890,44189025
441890,44189046
441900,44190040
441900,44190080
442010,44201000
442090,44209020
442090,44209045
442090,44209065
442090,44209080
442110,44211000
442190,44219010
442190,44219015
442190,44219020
442190,44219030
442190,44219040
442190,44219050
442190,44219060
442190,44219070
442190,44219080
442190,44219085
442190,44219088
442190,44219093
442190,44219094
442190,44219097
450110,45011000
450190,45019020
450190,45019040
450200,45020000
450310,45031020
450310,45031030
450310,45031040
450310,45031060
450390,45039020
450390,45039040
450390,45039060
450410,45041010
450410,45041020
450410,45041030
450410,45041040
450410,45041045
450410,45041047
450410,45041050
450490,45049000
460121,46012140
460121,46012180
460121,46012190
460122,46012240
460122,46012280
460122,46012290
460129,46012940
460129,46012960
460129,46012980
460129,46012990
460192,46019205
460192,46019220
460193,46019301
460193,46019305
460193,46019320
460194,46019405
460194,46019420
460194,46019440
460199,46019905
460199,46019990
460211,46021105
460211,46021107
460211,46021109
460211,46021121
460211,46021135
460211,46021145
460212,46021205
460212,46021214
460212,46021216
460212,46021223
460212,46021225
460212,46021235
460212,46021245
460219,46021905
460219,46021912
460219,46021914
460219,46021916
460219,46021917
460219,46021918
460219,46021922
460219,46021923
460219,46021925
460219,46021929
460219,46021935
460219,46021945
460219,46021960
460219,46021980
460290,46029000
470100,47010000
470200,47020000
470311,47031100
470319,47031900
470321,47032100
470329,47032900
470411,47041100
470419,47041900
470421,47042100
470429,47042900
470500,47050000
470610,47061000
470620,47062000
470630,47063000
470691,47069100
470692,47069201
470693,47069301
470710,47071000
470720,47072000
470730,47073000
470790,47079000
480100,48010000
480210,48021000
480220,48022010
480220,48022020
480220,48022040
480240,48024000
480254,48025410
480254,48025420
480254,48025431
480254,48025450
480254,48025461
480255,48025510
480255,48025520
480255,48025530
480255,48025540
480255,48025560
480255,48025570
480256,48025610
480256,48025620
480256,48025630
480256,48025640
480256,48025660
480256,48025670
480257,48025710
480257,48025720
480257,48025730
480257,48025740
480258,48025810
480258,48025820
480258,48025850
480258,48025860
480261,48026110
480261,48026120
480261,48026130
480261,48026150
480261,48026160
480262,48026210
480262,48026220
480262,48026230
480262,48026250
480262,48026260
480269,48026910
480269,48026920
480269,48026930
480300,48030020
480300,48030040
480411,48041100
480419,48041900
480421,48042100
480429,48042900
480431,48043110
480431,48043120
480431,48043140
480431,48043160
480439,48043920
480439,48043940
480439,48043960
480441,48044120
480441,48044140
480442,48044200
480449,48044900
480451,48045100
480452,48045200
480459,48045900
480511,48051100
480512,48051210
480512,48051220
480519,48051910
480519,48051920
480524,48052450
480524,48052470
480524,48052490
480525,48052500
480530,48053000
480540,48054000
480550,48055000
480591,48059110
480591,48059120
480591,48059150
480591,48059170
480591,48059190
480592,48059220
480592,48059240
480593,48059320
480593,48059340
480610,48061000
480620,48062000
480630,48063000
480640,48064000
480700,48070010
480700,48070091
480700,48070092
480700,48070094
480810,48081000
480840,48084000
480890,48089020
480890,48089040
480890,48089060
480920,48092020
480920,48092040
480990,48099020
480990,48099040
480990,48099060
480990,48099071
480990,48099080
481013,48101311
481013,48101313
481013,48101319
481013,48101320
481013,48101350
481013,48101360
481013,48101370
481014,48101411
481014,48101413
481014,48101419
481014,48101420
481014,48101450
481014,48101460
481014,48101470
481019,48101911
481019,48101913
481019,48101919
481019,48101920
481022,48102210
481022,48102250
481022,48102260
481022,48102270
481029,48102910
481029,48102950
481029,48102960
481029,48102970
481031,48103110
481031,48103130
481031,48103165
481032,48103210
481032,48103230
481032,48103265
481039,48103912
481039,48103914
481039,48103930
481039,48103965
481092,48109212
481092,48109214
481092,48109230
481092,48109265
481099,48109910
481099,48109930
481099,48109965
481110,48111011
